🚀 Running flow: single_layer
2026-03-10 09:51:39 │ INFO     │ prefect │ Starting temporary server on http://127.0.0.1:8523
2026-03-10 09:53:46 │ WARNING  │ orchestrator.pipelines │ [prebronze_to_bronze:stderr] 2026-03-10 09:53:46,613 INFO prebronze.tools.core detect_and_translate_non_english → translations_applied=False
2026-03-10 09:54:25 │ WARNING  │ orchestrator.pipelines │ [prebronze_to_bronze:stderr] 2026-03-10 09:54:25,677 INFO httpx HTTP Request: POST https://litellm.confer.today/chat/completions "HTTP/1.1 200 OK"
2026-03-10 09:54:25 │ WARNING  │ orchestrator.pipelines │ [prebronze_to_bronze:stderr] 2026-03-10 09:54:25,678 INFO prebronze.tools.core detect_missing_must_have_attributes → compliance_score=1.000 missing=[]
2026-03-10 09:54:25 │ WARNING  │ orchestrator.pipelines │ [prebronze_to_bronze:stderr] 2026-03-10 09:54:25,678 INFO prebronze.tools.core validate_against_bronze_schema → passed for 100 rows
2026-03-10 09:54:25 │ WARNING  │ orchestrator.pipelines │ [prebronze_to_bronze:stderr] 2026-03-10 09:54:25,869 INFO prebronze.tools.core render_bronze_csv → wrote outputs\raw_products-81cdb616-0d2a-4fd8-aad0-40a735465aa8.csv
2026-03-10 09:54:32 │ WARNING  │ orchestrator.pipelines │ [prebronze_to_bronze:stderr] 2026-03-10 09:54:32,988 INFO httpx HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/raw_products?on_conflict=data_hash&columns=%22raw_payload%22%2C%22vendor_id%22%2C%22ingestion_run_id%22%2C%22source_name%22%2C%22file_name%22%2C%22has_allergen_tags%22%2C%22payload_language%22%2C%22has_nutrition_facts%22%2C%22data_hash%22%2C%22row_number%22%2C%22has_ingredients_list%22%2C%22has_categories%22%2C%22asset_payload%22%2C%22has_certifications%22%2C%22nutrition_payload%22%2C%22processing_status%22%2C%22source_record_id%22%2C%22has_ingredient_percentages%22%2C%22asset_storage_uri%22 "HTTP/1.1 201 Created"
2026-03-10 09:54:33 │ WARNING  │ orchestrator.pipelines │ [prebronze_to_bronze:stderr] 2026-03-10 09:54:33,566 INFO prebronze.tools.core load_into_supabase → upserted 100 rows into raw_products
2026-03-10 09:54:33 │ INFO     │ orchestrator.pipelines │ [prebronze_to_bronze] Bronze-ready CSV written to: outputs\raw_products-81cdb616-0d2a-4fd8-aad0-40a735465aa8.csv
2026-03-10 09:54:33 │ INFO     │ orchestrator.pipelines │ [prebronze_to_bronze] Supabase load complete: 100 rows upserted into raw_products.
2026-03-10 09:54:33 │ INFO     │ orchestrator.pipelines │ [prebronze_to_bronze] Pipeline completed in (2.65 minutes)
2026-03-10 09:54:33 │ INFO     │ orchestrator.pipelines │ [prebronze_to_bronze] {"supabase_rows_written": 100, "tool_metrics": [{"tool": "map_tables", "duration_ms": 5653.31, "records_in": 100, "records_out": 0}, {"tool": "infer_schema_and_map_columns", "duration_ms": 106595.08, "records_in": 100, "records_out": 0}, {"tool": "detect_and_translate_non_english", "duration_ms": 24.2, "records_in": 100, "records_out": 0}, {"tool": "detect_missing_must_have_attributes", "duration_ms": 39064.18, "records_in": 100, "records_out": 0}, {"tool": "validate_against_bronze_schema", "duration_ms": 1.0, "records_in": 100, "records_out": 0}, {"tool": "render_bronze_csv", "duration_ms": 189.36, "records_in": 100, "records_out": 0}, {"tool": "load_into_supabase", "duration_ms": 7697.94, "records_in": 100, "records_out": 0}], "llm_usage": {"prompt_tokens": 0, "completion_tokens": 0, "total_cost": 0}, "dq_summary": {"total_records": 100, "pass_count": 100, "fail_count": 0}}
2026-03-10 09:54:34 │ INFO     │ orchestrator.pipelines │ Detected target table from stdout: raw_products
2026-03-10 09:54:34 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_runs?id=eq.81cdb616-0d2a-4fd8-aad0-40a735465aa8 "HTTP/1.1 200 OK"
2026-03-10 09:54:34 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_tool_metrics?columns=%22duration_ms%22%2C%22metadata%22%2C%22pipeline_run_id%22%2C%22records_in%22%2C%22error_message%22%2C%22status%22%2C%22tool_name%22%2C%22records_out%22 "HTTP/1.1 201 Created"
2026-03-10 09:54:34 │ INFO     │ orchestrator.db │ Stored 7 tool metrics for pipeline_run 81cdb616-0d2a-4fd8-aad0-40a735465aa8
2026-03-10 09:54:35 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_llm_usage "HTTP/1.1 201 Created"
2026-03-10 09:54:35 │ INFO     │ orchestrator.db │ Stored LLM usage for pipeline_run 81cdb616-0d2a-4fd8-aad0-40a735465aa8 (tokens=0, cost=$0.0000)
2026-03-10 09:54:35 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/run_dq_summary "HTTP/1.1 201 Created"
2026-03-10 09:54:35 │ INFO     │ orchestrator.pipelines │ 📊 DQ summary stored for prebronze_to_bronze: 100 total, 100 pass, 0 fail
2026-03-10 09:54:36 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs "HTTP/1.1 201 Created"
2026-03-10 09:54:36 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs?id=eq.d61050ea-858c-462b-9277-020fee647a2b "HTTP/1.1 200 OK"
2026-03-10 09:54:36 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs "HTTP/1.1 201 Created"
2026-03-10 09:54:37 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs?id=eq.e71920c0-fffc-4a64-9c10-c83c4f91d67b "HTTP/1.1 200 OK"
2026-03-10 09:54:37 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs "HTTP/1.1 201 Created"
2026-03-10 09:54:37 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs?id=eq.53cd3667-f036-4abb-be8f-322237e807fa "HTTP/1.1 200 OK"
2026-03-10 09:54:38 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs "HTTP/1.1 201 Created"
2026-03-10 09:54:38 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs?id=eq.52cb40ea-5a18-428d-ad1f-28cbf833a6d9 "HTTP/1.1 200 OK"
2026-03-10 09:54:39 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs "HTTP/1.1 201 Created"
2026-03-10 09:54:39 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs?id=eq.4898f84c-a01c-40a4-98a4-286fa0b54691 "HTTP/1.1 200 OK"
2026-03-10 09:54:39 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs "HTTP/1.1 201 Created"
2026-03-10 09:54:40 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs?id=eq.ddb25b90-b8a4-44d4-9583-706b557ec874 "HTTP/1.1 200 OK"
2026-03-10 09:54:40 │ INFO     │ httpx │ HTTP Request: POST http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs "HTTP/1.1 201 Created"
2026-03-10 09:54:40 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/pipeline_step_logs?id=eq.bc1ebb77-c02e-41fa-a868-c789c1035d91 "HTTP/1.1 200 OK"
2026-03-10 09:54:40 │ INFO     │ orchestrator.pipelines │ 📝 Stored 7 step logs for pipeline_run 81cdb616-0d2a-4fd8-aad0-40a735465aa8
2026-03-10 09:54:40 │ INFO     │ orchestrator.pipelines │ ✅ PreBronze→Bronze completed. Written=100, Failed=0
2026-03-10 09:54:40 │ INFO     │ prefect.task_runs │ Finished in state Completed()
2026-03-10 09:54:41 │ INFO     │ httpx │ HTTP Request: PATCH http://supabasekong-wk8c40o0kokcogw4wksc8s48.207.244.226.234.sslip.io/rest/v1/orchestration_runs?id=eq.840fd953-cc07-4f90-99c4-6e74c9525f86 "HTTP/1.1 200 OK"
2026-03-10 09:54:41 │ INFO     │ httpx │ HTTP Request: POST http://127.0.0.1:8523/api/flow_runs/a75072bf-a8c0-4655-bf6d-bc377f46e566/set_state "HTTP/1.1 201 Created"
2026-03-10 09:54:41 │ INFO     │ prefect.flow_runs │ Finished in state Completed()

✅ Flow completed.
   llm_usage: ? records written
   dq_summary: ? records written
2026-03-10 09:54:41 │ INFO     │ httpx │ HTTP Request: POST http://127.0.0.1:8523/api/logs/ "HTTP/1.1 201 Created"
2026-03-10 09:54:41 │ INFO     │ prefect │ Stopping temporary server on http://127.0.0.1:8523
